-0.18911,0.20083,0,0
-0.18845,0.20314,0,0.0002
-0.18977,0.20215,0,0.0004
-0.18911,0.20281,0,0.0006
-0.19009,0.20215,0,0.0008
-0.19009,0.20182,0,0.001
-0.18911,0.20248,0,0.0012
-0.19042,0.20248,0,0.0014
-0.18911,0.20412,0,0.0016
-0.18944,0.20478,0,0.0018
-0.19009,0.20379,0,0.002
-0.18911,0.20412,0,0.0022
-0.19009,0.20379,0,0.0024
-0.18977,0.20346,0,0.0026
-0.19009,0.20412,1,0.0028
-0.19075,0.20445,1,0.003
-0.19141,0.20346,1,0.0032
-0.19108,0.20445,1,0.0034
-0.19141,0.20412,1,0.0036
-0.19009,0.20478,1,0.0038
-0.19009,0.20478,1,0.004
-0.19108,0.20708,1,0.0042
-0.18977,0.20544,1,0.0044
-0.19009,0.20379,1,0.0046
-0.19009,0.20544,1,0.0048
-0.19009,0.20478,1,0.005
-0.19075,0.20445,1,0.0052
-0.19075,0.20577,1,0.0054
-0.18977,0.20445,1,0.0056
-0.19075,0.20642,1,0.0058
-0.18977,0.20544,1,0.006
-0.18944,0.20478,1,0.0062
-0.19009,0.20609,1,0.0064
-0.18944,0.20544,1,0.0066
-0.19042,0.20609,1,0.0068
-0.18944,0.20511,1,0.007
-0.18944,0.20642,1,0.0072
-0.19042,0.20511,1,0.0074
-0.18845,0.20609,1,0.0076
-0.18911,0.20642,1,0.0078
-0.18977,0.20642,1,0.008
-0.18878,0.20675,1,0.0082
-0.18944,0.20675,1,0.0084
-0.18812,0.20577,1,0.0086
-0.18878,0.20642,1,0.0088
-0.18944,0.20675,1,0.009
-0.18812,0.20642,1,0.0092
-0.18779,0.20577,1,0.0094
-0.18878,0.20774,1,0.0096
-0.18746,0.20577,1,0.0098
-0.18779,0.20774,1,0.01
-0.18812,0.20807,1,0.0102
-0.18714,0.20708,1,0.0104
-0.18845,0.20708,1,0.0106
-0.18779,0.20675,1,0.0108
-0.18681,0.20642,1,0.011
-0.18812,0.20708,1,0.0112
-0.18779,0.2084,1,0.0114
-0.18779,0.20741,1,0.0116
-0.18779,0.20741,1,0.0118
-0.18681,0.20642,1,0.012
-0.18746,0.20609,1,0.0122
-0.18714,0.20642,1,0.0124
-0.18779,0.20774,1,0.0126
-0.18812,0.20807,1,0.0128
-0.18714,0.20774,1,0.013
-0.18714,0.20675,1,0.0132
-0.18812,0.20675,1,0.0134
-0.18812,0.20741,1,0.0136
-0.18812,0.20708,1,0.0138
-0.18878,0.20807,1,0.014
-0.18779,0.20708,1,0.0142
-0.18878,0.20346,1,0.0144
-0.18746,0.20642,1,0.0146
-0.18746,0.20708,1,0.0148
-0.18812,0.20642,1,0.015
-0.18746,0.20478,1,0.0152
-0.18779,0.20708,1,0.0154
-0.18714,0.20544,1,0.0156
-0.18681,0.20544,1,0.0158
-0.18812,0.20445,1,0.016
-0.18681,0.20642,1,0.0162
-0.18714,0.20544,1,0.0164
-0.18812,0.20511,1,0.0166
-0.18681,0.20577,1,0.0168
-0.18779,0.20511,1,0.017
-0.18779,0.20445,1,0.0172
-0.18779,0.20478,1,0.0174
-0.18911,0.20609,1,0.0176
-0.18944,0.20544,1,0.0178
-0.18878,0.20346,1,0.018
-0.19042,0.20314,1,0.0182
-0.18977,0.20478,1,0.0184
-0.18944,0.20281,1,0.0186
-0.19009,0.20478,1,0.0188
-0.18977,0.20544,1,0.019
-0.19042,0.20215,1,0.0192
-0.19009,0.20478,1,0.0194
-0.19042,0.20412,1,0.0196
-0.19141,0.20478,1,0.0198
-0.19075,0.20379,1,0.02
-0.19075,0.20412,1,0.0202
-0.19141,0.20314,1,0.0204
-0.19075,0.20248,1,0.0206
-0.19207,0.20281,1,0.0208
-0.19272,0.20314,1,0.021
-0.19207,0.20182,1,0.0212
-0.19207,0.20346,1,0.0214
-0.1924,0.20511,1,0.0216
-0.19174,0.20379,1,0.0218
-0.19305,0.20281,1,0.022
-0.1924,0.20445,1,0.0222
-0.1924,0.20412,1,0.0224
-0.19338,0.20511,1,0.0226
-0.19272,0.20609,1,0.0228
-0.19338,0.20445,1,0.023
-0.1924,0.20412,1,0.0232
-0.19207,0.20609,1,0.0234
-0.19305,0.20544,1,0.0236
-0.19174,0.20511,1,0.0238
-0.19174,0.20412,1,0.024
-0.19272,0.20544,1,0.0242
-0.19174,0.20412,1,0.0244
-0.19174,0.20445,1,0.0246
-0.19207,0.20544,1,0.0248
-0.19108,0.20478,1,0.025
-0.19207,0.20379,2,0.0252
-0.19207,0.20577,2,0.0254
-0.19174,0.20314,2,0.0256
-0.19305,0.20544,2,0.0258
-0.1924,0.20478,2,0.026
-0.1924,0.20577,2,0.0262
-0.19207,0.20478,2,0.0264
-0.19174,0.20544,2,0.0266
-0.19207,0.20609,2,0.0268
-0.19207,0.20642,2,0.027
-0.19141,0.20807,2,0.0272
-0.1924,0.20642,2,0.0274
-0.19141,0.20774,2,0.0276
-0.19108,0.20577,2,0.0278
-0.19108,0.20807,2,0.028
-0.18977,0.20708,2,0.0282
-0.19075,0.20642,2,0.0284
-0.19075,0.20708,2,0.0286
-0.19009,0.20774,2,0.0288
-0.19174,0.20708,2,0.029
-0.19042,0.20708,2,0.0292
-0.19075,0.20741,2,0.0294
-0.19042,0.20708,2,0.0296
-0.19009,0.2084,2,0.0298
-0.19009,0.20807,2,0.03
-0.19042,0.20544,2,0.0302
-0.19009,0.2084,2,0.0304
-0.19075,0.20873,2,0.0306
-0.19042,0.20774,2,0.0308
-0.18977,0.20905,2,0.031
-0.19141,0.2084,2,0.0312
-0.18977,0.20905,2,0.0314
-0.19009,0.20741,2,0.0316
-0.18977,0.20741,2,0.0318
-0.18944,0.2107,2,0.032
-0.18977,0.20938,2,0.0322
-0.18878,0.20873,2,0.0324
-0.18878,0.20873,2,0.0326
-0.18944,0.20873,2,0.0328
-0.18911,0.2084,2,0.033
-0.18878,0.20971,2,0.0332
-0.18878,0.21004,2,0.0334
-0.18746,0.20938,2,0.0336
-0.18812,0.2107,2,0.0338
-0.18845,0.21103,2,0.034
-0.18779,0.20873,2,0.0342
-0.18911,0.21037,2,0.0344
-0.18779,0.21004,2,0.0346
-0.18714,0.21037,2,0.0348
-0.18845,0.21004,2,0.035
-0.18746,0.21037,2,0.0352
-0.18714,0.21168,2,0.0354
-0.18779,0.2107,2,0.0356
-0.18648,0.21037,2,0.0358
-0.18812,0.21168,2,0.036
-0.18779,0.21004,2,0.0362
-0.18681,0.2107,2,0.0364
-0.18779,0.21168,2,0.0366
-0.18681,0.20971,2,0.0368
-0.18746,0.21004,2,0.037
-0.18714,0.21168,2,0.0372
-0.18615,0.21201,2,0.0374
-0.18648,0.21103,2,0.0376
-0.18615,0.21234,2,0.0378
-0.18648,0.21333,2,0.038
-0.18714,0.21103,2,0.0382
-0.18582,0.213,2,0.0384
-0.18615,0.21464,2,0.0386
-0.18582,0.21399,2,0.0388
-0.18582,0.21431,2,0.039
-0.18582,0.21431,2,0.0392
-0.18615,0.21366,2,0.0394
-0.18516,0.21333,2,0.0396
-0.18549,0.21399,2,0.0398
-0.18615,0.21431,2,0.04
-0.18549,0.213,2,0.0402
-0.18648,0.21431,2,0.0404
-0.18582,0.2153,2,0.0406
-0.18615,0.21464,2,0.0408
-0.18582,0.21497,2,0.041
-0.18549,0.21431,2,0.0412
-0.18582,0.21201,2,0.0414
-0.18582,0.2153,2,0.0416
-0.18582,0.21563,2,0.0418
-0.18779,0.21366,2,0.042
-0.18615,0.21563,2,0.0422
-0.18681,0.21662,2,0.0424
-0.18648,0.21563,2,0.0426
-0.18549,0.21563,2,0.0428
-0.18615,0.21399,2,0.043
-0.18615,0.21431,2,0.0432
-0.18549,0.21497,2,0.0434
-0.18648,0.2153,2,0.0436
-0.18549,0.21431,2,0.0438
-0.18516,0.21431,2,0.044
-0.18648,0.21431,2,0.0442
-0.18549,0.21399,2,0.0444
-0.18516,0.21497,2,0.0446
-0.18615,0.21333,2,0.0448
-0.18418,0.21333,2,0.045
-0.18549,0.21431,2,0.0452
-0.18418,0.21563,2,0.0454
-0.18352,0.21333,2,0.0456
-0.18549,0.21563,2,0.0458
-0.18352,0.21431,2,0.046
-0.18385,0.21399,2,0.0462
-0.18319,0.2153,2,0.0464
-0.18286,0.21431,2,0.0466
-0.18286,0.2153,2,0.0468
-0.18286,0.21793,2,0.047
-0.18253,0.21629,2,0.0472
-0.18319,0.2153,2,0.0474
-0.18122,0.21497,2,0.0476
-0.18122,0.21464,2,0.0478
-0.18187,0.21563,2,0.048
-0.18056,0.21563,2,0.0482
-0.18023,0.2176,2,0.0484
-0.18122,0.21727,2,0.0486
-0.17924,0.21464,2,0.0488
-0.18056,0.21563,2,0.049
-0.18089,0.21662,2,0.0492
-0.1799,0.2153,2,0.0494
-0.17957,0.21694,2,0.0496
-0.17924,0.21563,2,0.0498
-0.17957,0.21727,2,0.05
-0.17957,0.21662,2,0.0502
-0.17859,0.21563,2,0.0504
-0.1799,0.21694,2,0.0506
-0.1799,0.21662,2,0.0508
-0.1799,0.21662,2,0.051
-0.18023,0.2153,2,0.0512
-0.1799,0.21497,2,0.0514
-0.17957,0.21563,2,0.0516
-0.18023,0.21563,2,0.0518
-0.18023,0.2153,2,0.052
-0.18122,0.213,2,0.0522
-0.18122,0.2153,2,0.0524
-0.18155,0.21399,2,0.0526
-0.18253,0.21366,2,0.0528
-0.18155,0.21464,2,0.053
-0.18155,0.21497,2,0.0532
-0.18319,0.21333,2,0.0534
-0.18253,0.21497,2,0.0536
-0.18286,0.21431,2,0.0538
-0.18286,0.21399,2,0.054
